rel,label,det_rate,cos_centroid
基础款/6516.mp4,bad_huanyuandu,1.0,0.174392968416214
基础款/6430.mp4,bad_huanyuandu,1.0,0.2703302502632141
星月款/7027.mp4,bad_huanyuandu,1.0,0.27984148263931274
基础款/6715.mp4,good,1.0,0.28778311610221863
基础款/7534.mp4,good,1.0,0.3070012331008911
冰晶款/6575.mp4,good,1.0,0.3125115931034088
基础款/5625.mp4,bad_huanyuandu,1.0,0.3138542175292969
花花款/6429.mp4,bad_huanyuandu,1.0,0.3385002911090851
基础款/6775.mp4,good,1.0,0.3474683463573456
基础款/6933.mp4,good,1.0,0.3502831757068634
基础款/7413.mp4,good,1.0,0.37194979190826416
基础款/6039.mp4,bad_huanyuandu,1.0,0.3780849277973175
基础款/6943.mp4,bad_huanyuandu,1.0,0.38331371545791626
基础款/6568.mp4,bad_huanyuandu,1.0,0.3924213647842407
潜水款/7398.mp4,good,1.0,0.4078827202320099
基础款/6758.mp4,bad_huanyuandu,1.0,0.42784273624420166
基础款/6227.mp4,bad_huanyuandu,1.0,0.43046626448631287
基础款/6222.mp4,bad_huanyuandu,1.0,0.4339993894100189
基础款/7223.mp4,good,1.0,0.43415385484695435
星月款/6271.mp4,good,1.0,0.43672600388526917
甜品款/6249.mp4,good,1.0,0.4467821419239044
基础款/6550.mp4,bad_huanyuandu,1.0,0.46007809042930603
基础款/7373.mp4,good,1.0,0.4628656506538391
基础款/6617.mp4,bad_huanyuandu,1.0,0.4635865092277527
冰晶款/6797.mp4,good,1.0,0.4692540168762207
潜水款/6730.mp4,bad_huanyuandu,1.0,0.474098801612854
基础款/7465.mp4,bad_huanyuandu,1.0,0.4887329936027527
基础款/5927.mp4,bad_huanyuandu,1.0,0.4962880313396454
基础款/6240.mp4,good,1.0,0.49653857946395874
潜水款/7183.mp4,bad_huanyuandu,1.0,0.4977509379386902
基础款/7099.mp4,bad_huanyuandu,1.0,0.49949249625205994
森林款/5610.mp4,bad_huanyuandu,1.0,0.49973511695861816
基础款/6285.mp4,bad_huanyuandu,1.0,0.5003222227096558
基础款/7042.mp4,bad_huanyuandu,1.0,0.5231117010116577
基础款/6322.mp4,bad_huanyuandu,1.0,0.5285223722457886
潜水款/6296.mp4,good,1.0,0.5387688875198364
花花款/6012.mp4,bad_huanyuandu,1.0,0.5466874837875366
基础款/7241.mp4,good,1.0,0.5471127033233643
基础款/6751.mp4,good,1.0,0.570763349533081
甜品款/6733.mp4,bad_huanyuandu,1.0,0.5832105875015259
基础款/6702.mp4,bad_huanyuandu,1.0,0.5899873375892639
基础款/6181.mp4,good,1.0,0.5923161506652832
基础款/7423.mp4,bad_huanyuandu,1.0,0.597196638584137
基础款/6072.mp4,bad_huanyuandu,1.0,0.599163293838501
基础款/7082.mp4,good,1.0,0.59958815574646
星月款/6711.mp4,bad_huanyuandu,1.0,0.6068088412284851
基础款/7182.mp4,good,1.0,0.6078309416770935
冰晶款/5762.mp4,bad_huanyuandu,1.0,0.612286388874054
花花款/6964.mp4,bad_huanyuandu,1.0,0.6163716316223145
基础款/6402.mp4,bad_huanyuandu,1.0,0.6164994239807129
冰晶款/6405.mp4,bad_huanyuandu,1.0,0.6271699666976929
森林款/7022.mp4,good,1.0,0.6307274103164673
基础款/6504.mp4,bad_huanyuandu,1.0,0.6314396858215332
基础款/6630.mp4,bad_huanyuandu,1.0,0.6318072080612183
基础款/6142.mp4,good,1.0,0.6361727118492126
基础款/7141.mp4,bad_huanyuandu,1.0,0.6431751251220703
基础款/6783.mp4,good,1.0,0.6482821106910706
基础款/6505.mp4,bad_huanyuandu,1.0,0.6495565176010132
基础款/6818.mp4,bad_huanyuandu,1.0,0.6580525636672974
基础款/6104.mp4,good,1.0,0.6583313345909119
潜水款/6337.mp4,good,1.0,0.6632381677627563
星月款/6437.mp4,bad_huanyuandu,1.0,0.6731164455413818
森林款/6037.mp4,good,1.0,0.6756613850593567
基础款/6172.mp4,bad_huanyuandu,1.0,0.6799079179763794
基础款/6998.mp4,bad_huanyuandu,1.0,0.6800090074539185
冰晶款/6994.mp4,good,1.0,0.6808388233184814
基础款/6847.mp4,bad_huanyuandu,1.0,0.6846122145652771
潜水款/7086.mp4,bad_huanyuandu,1.0,0.6917355060577393
甜品款/5966.mp4,bad_huanyuandu,1.0,0.6925957202911377
基础款/7152.mp4,good,1.0,0.6927814483642578
基础款/6194.mp4,bad_huanyuandu,1.0,0.6956530809402466
花花款/6423.mp4,good,1.0,0.7030016779899597
花花款/6188.mp4,bad_huanyuandu,1.0,0.7069169282913208
基础款/6035.mp4,good,1.0,0.7092185616493225
基础款/6196.mp4,bad_huanyuandu,1.0,0.7092410326004028
冰晶款/6330.mp4,bad_huanyuandu,1.0,0.7097352743148804
花花款/5975.mp4,good,1.0,0.710136890411377
基础款/6351.mp4,bad_huanyuandu,1.0,0.7141688466072083
基础款/7276.mp4,good,1.0,0.7145606875419617
基础款/7499.mp4,bad_huanyuandu,1.0,0.716099739074707
基础款/6939.mp4,bad_huanyuandu,1.0,0.7176668643951416
基础款/6765.mp4,bad_huanyuandu,1.0,0.7185629606246948
花花款/7019.mp4,bad_huanyuandu,1.0,0.7221595644950867
基础款/6565.mp4,bad_huanyuandu,1.0,0.7234793901443481
森林款/6152.mp4,good,1.0,0.726613461971283
基础款/6243.mp4,bad_huanyuandu,1.0,0.7279276847839355
基础款/5782.mp4,bad_huanyuandu,1.0,0.7290382385253906
基础款/7289.mp4,bad_huanyuandu,1.0,0.7303107976913452
星月款/6486.mp4,good,1.0,0.7318755388259888
基础款/6524.mp4,bad_huanyuandu,1.0,0.7350628972053528
基础款/5734.mp4,good,1.0,0.7355921268463135
甜品款/5883.mp4,bad_huanyuandu,1.0,0.7367472648620605
基础款/7237.mp4,good,1.0,0.7373459339141846
基础款/6421.mp4,good,1.0,0.7375713586807251
基础款/6798.mp4,good,1.0,0.7389850616455078
基础款/5685.mp4,good,1.0,0.7405046820640564
星月款/6732.mp4,good,1.0,0.7430990934371948
基础款/6256.mp4,bad_huanyuandu,1.0,0.7457471489906311
基础款/6944.mp4,good,1.0,0.7497555017471313
基础款/7341.mp4,good,1.0,0.7500944137573242
星月款/6416.mp4,good,1.0,0.7519614696502686
花花款/6011.mp4,bad_huanyuandu,1.0,0.7525591850280762
星月款/7050.mp4,good,1.0,0.7543402314186096
潜水款/6816.mp4,bad_huanyuandu,1.0,0.7544243335723877
基础款/7207.mp4,bad_huanyuandu,1.0,0.7550961375236511
基础款/6335.mp4,bad_huanyuandu,1.0,0.7559695243835449
甜品款/6005.mp4,good,1.0,0.756027102470398
基础款/6354.mp4,bad_huanyuandu,1.0,0.7568739652633667
森林款/7002.mp4,bad_huanyuandu,1.0,0.7598367929458618
基础款/6275.mp4,bad_huanyuandu,1.0,0.7598823308944702
星月款/6760.mp4,good,1.0,0.7611464262008667
基础款/7432.mp4,good,1.0,0.7619044780731201
冰晶款/6600.mp4,good,1.0,0.7629289627075195
基础款/6790.mp4,good,1.0,0.763810396194458
甜品款/6683.mp4,good,1.0,0.7672430276870728
潜水款/6523.mp4,bad_huanyuandu,1.0,0.7675454020500183
基础款/6545.mp4,bad_huanyuandu,1.0,0.767737865447998
基础款/6541.mp4,bad_huanyuandu,1.0,0.7707788944244385
花花款/6478.mp4,good,1.0,0.7716778516769409
基础款/6483.mp4,bad_huanyuandu,1.0,0.7724376916885376
冰晶款/6650.mp4,bad_huanyuandu,1.0,0.774092435836792
基础款/5698.mp4,bad_huanyuandu,1.0,0.7750736474990845
潜水款/6512.mp4,good,1.0,0.7754569053649902
冰晶款/6131.mp4,bad_huanyuandu,1.0,0.7758405208587646
基础款/6250.mp4,good,1.0,0.7774110436439514
基础款/6163.mp4,good,1.0,0.7782102227210999
潜水款/6609.mp4,bad_huanyuandu,1.0,0.7785589694976807
基础款/7079.mp4,good,1.0,0.7786276340484619
星月款/6149.mp4,good,1.0,0.7792026400566101
花花款/5603.mp4,good,1.0,0.7803840637207031
潜水款/7331.mp4,bad_huanyuandu,1.0,0.7807313799858093
甜品款/5856.mp4,bad_huanyuandu,1.0,0.7807632684707642
基础款/7294.mp4,bad_huanyuandu,1.0,0.7808049917221069
基础款/6382.mp4,bad_huanyuandu,1.0,0.781035304069519
基础款/6828.mp4,good,1.0,0.7815942764282227
基础款/5680.mp4,good,1.0,0.7828119397163391
基础款/6237.mp4,bad_huanyuandu,1.0,0.7853603363037109
基础款/6693.mp4,good,1.0,0.7859991192817688
基础款/7280.mp4,good,1.0,0.787333071231842
基础款/5675.mp4,bad_huanyuandu,1.0,0.7884912490844727
花花款/6325.mp4,bad_huanyuandu,1.0,0.7887195348739624
基础款/7537.mp4,good,1.0,0.7892121076583862
基础款/5887.mp4,bad_huanyuandu,1.0,0.7894324660301208
基础款/7016.mp4,bad_huanyuandu,1.0,0.789603590965271
基础款/7358.mp4,good,1.0,0.7899442315101624
基础款/7015.mp4,bad_huanyuandu,1.0,0.7903580665588379
潜水款/7335.mp4,bad_huanyuandu,1.0,0.7907886505126953
基础款/6839.mp4,good,1.0,0.7912728190422058
花花款/7113.mp4,bad_huanyuandu,1.0,0.7920594215393066
潜水款/6251.mp4,bad_huanyuandu,1.0,0.7929236888885498
基础款/6521.mp4,bad_huanyuandu,1.0,0.7929360866546631
甜品款/6395.mp4,good,1.0,0.7933130860328674
花花款/6767.mp4,good,1.0,0.7955238819122314
基础款/6023.mp4,good,1.0,0.7970629334449768
森林款/6924.mp4,bad_huanyuandu,1.0,0.7983039617538452
基础款/5629.mp4,bad_huanyuandu,1.0,0.7985329627990723
基础款/6811.mp4,bad_huanyuandu,1.0,0.7985712885856628
基础款/7415.mp4,bad_huanyuandu,1.0,0.7996113896369934
花花款/7430.mp4,bad_huanyuandu,1.0,0.7998590469360352
冰晶款/6772.mp4,bad_huanyuandu,1.0,0.8007746338844299
基础款/6971.mp4,good,1.0,0.8014191389083862
冰晶款/6556.mp4,bad_huanyuandu,1.0,0.8017147779464722
潜水款/7489.mp4,bad_huanyuandu,1.0,0.8024851083755493
基础款/7049.mp4,bad_huanyuandu,1.0,0.8034849166870117
